Iteration,Group,Sex,Age_Group,Permutation_Delta
595,Chinese,Female,40-90,0.2862042077700204
596,Chinese,Female,40-90,0.11885316216513386
597,Chinese,Female,40-90,0.1543940829747501
598,Chinese,Female,40-90,0.04015406179450176
599,Chinese,Female,40-90,-0.008220897535952787
600,Chinese,Female,40-90,-0.003962581241947483
601,Chinese,Female,40-90,-0.20516576980842238
602,Chinese,Female,40-90,-0.10672586068980561
603,Chinese,Female,40-90,0.06035878867214617
604,Chinese,Female,40-90,0.18866799014773283
605,Chinese,Female,40-90,-0.15174698625228666
606,Chinese,Female,40-90,0.15099866000321205
607,Chinese,Female,40-90,-0.3252434977526022
608,Chinese,Female,40-90,0.22093965326054077
609,Chinese,Female,40-90,-0.03606666704501249
610,Chinese,Female,40-90,-0.06878464231673354
611,Chinese,Female,40-90,0.10440305228887459
612,Chinese,Female,40-90,0.06442931665172802
613,Chinese,Female,40-90,0.14295036034813657
614,Chinese,Female,40-90,0.2661219620084818
615,Chinese,Female,40-90,-0.0033290154683642825
616,Chinese,Female,40-90,0.08402036979239869
617,Chinese,Female,40-90,0.014663324818341206
618,Chinese,Female,40-90,-0.20198369694748308
619,Chinese,Female,40-90,0.08853384616581872
620,Chinese,Female,40-90,-0.04741981390619543
621,Chinese,Female,40-90,0.02187012353196005
622,Chinese,Female,40-90,0.006226514658494775
623,Chinese,Female,40-90,0.08347013269442405
624,Chinese,Female,40-90,-0.001228977227027972
625,Chinese,Female,40-90,-0.16985528966874597
626,Chinese,Female,40-90,0.01879371932707663
627,Chinese,Female,40-90,-0.020043102068018293
628,Chinese,Female,40-90,-0.03502713194638529
629,Chinese,Female,40-90,0.19235209085729865
630,Chinese,Female,40-90,0.18715292042410425
631,Chinese,Female,40-90,-0.12396789722874413
632,Chinese,Female,40-90,-0.04217770445210611
633,Chinese,Female,40-90,0.023078720173856482
634,Chinese,Female,40-90,-0.11358347036322458
635,Chinese,Female,40-90,-0.26331176940819656
636,Chinese,Female,40-90,-0.14925218155700515
637,Chinese,Female,40-90,-0.2556729965533253
638,Chinese,Female,40-90,-0.004920714549244476
639,Chinese,Female,40-90,-0.20307709755673464
640,Chinese,Female,40-90,-0.11149375728412236
641,Chinese,Female,40-90,-0.09607393161896072
642,Chinese,Female,40-90,-0.008940060668532368
643,Chinese,Female,40-90,-0.043384676921427445
644,Chinese,Female,40-90,-0.1183082074085764
645,Chinese,Female,40-90,-0.0572483743916985
646,Chinese,Female,40-90,-0.020070837172388334
647,Chinese,Female,40-90,0.0322577936198698
648,Chinese,Female,40-90,-0.04256626044146827
649,Chinese,Female,40-90,0.22310842057569902
650,Chinese,Female,40-90,-0.08306529705207222
651,Chinese,Female,40-90,-0.15002119811284542
652,Chinese,Female,40-90,0.21703863524408407
653,Chinese,Female,40-90,-0.021039661054929493
654,Chinese,Female,40-90,0.06586411293151295
655,Chinese,Female,40-90,0.12598256669030938
656,Chinese,Female,40-90,-0.05106855538136568
657,Chinese,Female,40-90,-0.1279455775372842
658,Chinese,Female,40-90,-0.09850723275857787
659,Chinese,Female,40-90,0.13406913235432727
660,Chinese,Female,40-90,0.2251391505080429
661,Chinese,Female,40-90,0.08382826752161598
662,Chinese,Female,40-90,0.005071586582242382
663,Chinese,Female,40-90,0.025287563741175134
664,Chinese,Female,40-90,-0.011335652959845177
665,Chinese,Female,40-90,0.10656652120287591
666,Chinese,Female,40-90,0.034952139181232855
667,Chinese,Female,40-90,0.14103297797946768
668,Chinese,Female,40-90,-0.39521640170658756
669,Chinese,Female,40-90,-0.1833741918946008
670,Chinese,Female,40-90,-0.008579369730551178
671,Chinese,Female,40-90,-0.018233544971863136
672,Chinese,Female,40-90,0.04356378313474485
673,Chinese,Female,40-90,-0.05573213599012394
674,Chinese,Female,40-90,-0.1874142604900002
675,Chinese,Female,40-90,-0.2362378327236052
676,Chinese,Female,40-90,-0.07065635525644609
677,Chinese,Female,40-90,0.23982448762880715
678,Chinese,Female,40-90,0.06522369530780736
679,Chinese,Female,40-90,-0.028111971777270206
680,Chinese,Female,40-90,-0.0751117576174507
681,Chinese,Female,40-90,-0.21935305175247155
682,Chinese,Female,40-90,-0.062356060953939974
683,Chinese,Female,40-90,-0.1159486633551925
684,Chinese,Female,40-90,-0.01853102203590673
685,Chinese,Female,40-90,0.14857101844465248
686,Chinese,Female,40-90,0.04030039057407109
687,Chinese,Female,40-90,-0.2030433395346325
688,Chinese,Female,40-90,-0.08390205370504855
689,Chinese,Female,40-90,0.17241559353074676
690,Chinese,Female,40-90,-0.1450634219965048
691,Chinese,Female,40-90,-0.08891965022404014
692,Chinese,Female,40-90,-0.06695946921545515
693,Chinese,Female,40-90,-0.003744881453393578
694,Chinese,Female,40-90,0.10629944391034618
695,Chinese,Female,40-90,0.23473343424505
696,Chinese,Female,40-90,0.013775145623416751
697,Chinese,Female,40-90,0.07753760791496456
698,Chinese,Female,40-90,0.012308422157373933
699,Chinese,Female,40-90,0.017203786261504206
700,Chinese,Female,40-90,-0.012220327638627015
701,Chinese,Female,40-90,0.28167587108947734
702,Chinese,Female,40-90,0.03439076146775433
703,Chinese,Female,40-90,0.02051519938065738
704,Chinese,Female,40-90,-0.06015942691363163
705,Chinese,Female,40-90,0.2195565820574652
706,Chinese,Female,40-90,-0.3052124234528142
707,Chinese,Female,40-90,0.14458500588714518
708,Chinese,Female,40-90,0.07574243635560007
709,Chinese,Female,40-90,0.05582406765936776
710,Chinese,Female,40-90,0.003269242107974968
711,Chinese,Female,40-90,-0.15399020255903917
712,Chinese,Female,40-90,-0.1471862030995168
713,Chinese,Female,40-90,0.06896609531522957
714,Chinese,Female,40-90,0.14948340162227103
715,Chinese,Female,40-90,-0.0019706439036450973
716,Chinese,Female,40-90,0.078588174031883
717,Chinese,Female,40-90,0.04630339238581449
718,Chinese,Female,40-90,-0.00977556504364685
719,Chinese,Female,40-90,0.18815214119047363
720,Chinese,Female,40-90,-0.053512042360427614
721,Chinese,Female,40-90,0.13721397187636564
722,Chinese,Female,40-90,-0.12010148313800428
723,Chinese,Female,40-90,0.08746222299286721
724,Chinese,Female,40-90,-0.020845877165630355
725,Chinese,Female,40-90,0.03147017336718694
726,Chinese,Female,40-90,-0.18314822540484643
727,Chinese,Female,40-90,0.07250124703685978
728,Chinese,Female,40-90,0.16526914970885098
729,Chinese,Female,40-90,-0.07044659143850396
730,Chinese,Female,40-90,-0.20992192557143463
731,Chinese,Female,40-90,-0.14435840820807044
732,Chinese,Female,40-90,-0.1701271355751719
733,Chinese,Female,40-90,0.057367044224293284
734,Chinese,Female,40-90,0.21598034731212357
735,Chinese,Female,40-90,-0.24536840902530743
736,Chinese,Female,40-90,-0.18499992306170387
737,Chinese,Female,40-90,0.09510869859986792
738,Chinese,Female,40-90,-0.05742115784032409
739,Chinese,Female,40-90,0.035607183733642245
740,Chinese,Female,40-90,-0.046294637452742204
741,Chinese,Female,40-90,-0.034167224370700744
742,Chinese,Female,40-90,0.08105650262867004
743,Chinese,Female,40-90,0.3866854202612151
744,Chinese,Female,40-90,-0.031485197818862165
745,Chinese,Female,40-90,0.13498684711607467
746,Chinese,Female,40-90,-0.12110373517729389
747,Chinese,Female,40-90,-0.030906507525985116
748,Chinese,Female,40-90,-0.05073707578007758
749,Chinese,Female,40-90,-0.09995670375960186
750,Chinese,Female,40-90,0.05301364612914394
751,Chinese,Female,40-90,0.11939595854021601
752,Chinese,Female,40-90,0.17591030371948468
753,Chinese,Female,40-90,0.08103355436302406
754,Chinese,Female,40-90,-0.18521861050303823
755,Chinese,Female,40-90,0.3537411720743253
756,Chinese,Female,40-90,0.07561889091902918
757,Chinese,Female,40-90,-0.15467428459993027
758,Chinese,Female,40-90,-0.017860614426486343
759,Chinese,Female,40-90,0.07304549695914275
760,Chinese,Female,40-90,0.11296382613505696
761,Chinese,Female,40-90,0.04268290203520397
762,Chinese,Female,40-90,0.011518801530665979
763,Chinese,Female,40-90,-0.1050975466368187
764,Chinese,Female,40-90,-0.15309360090829083
765,Chinese,Female,40-90,0.047458074341662826
766,Chinese,Female,40-90,0.1987619373479883
767,Chinese,Female,40-90,0.024444653500904412
768,Chinese,Female,40-90,0.03515334500446565
769,Chinese,Female,40-90,0.04187926709302614
770,Chinese,Female,40-90,-0.14445648297859037
771,Chinese,Female,40-90,-0.07261240261490842
772,Chinese,Female,40-90,-0.03081202011845674
773,Chinese,Female,40-90,-0.051091808963783514
774,Chinese,Female,40-90,-0.2251090374334841
775,Chinese,Female,40-90,-0.05851190770317638
776,Chinese,Female,40-90,-0.06090717839671189
777,Chinese,Female,40-90,-0.27311036531616617
778,Chinese,Female,40-90,-0.23721454558602817
779,Chinese,Female,40-90,0.3387407641748821
780,Chinese,Female,40-90,-0.025222401234461955
781,Chinese,Female,40-90,-0.31031351863406886
782,Chinese,Female,40-90,-0.051028808402810544
783,Chinese,Female,40-90,0.0978925764600942
784,Chinese,Female,40-90,-0.03824167348960961
785,Chinese,Female,40-90,0.007929286848455064
786,Chinese,Female,40-90,-0.05302163492171452
787,Chinese,Female,40-90,0.0349928351514186
788,Chinese,Female,40-90,0.16867234554179245
789,Chinese,Female,40-90,0.1372006777829915
790,Chinese,Female,40-90,0.14402916876755656
791,Chinese,Female,40-90,-0.06800835443619357
792,Chinese,Female,40-90,0.06686858518831462
793,Chinese,Female,40-90,-0.18793022410695048
794,Chinese,Female,40-90,0.19413381144552133
795,Chinese,Female,40-90,0.12365922776469196
796,Chinese,Female,40-90,-0.2423810883531572
797,Chinese,Female,40-90,-0.035209009334470576
798,Chinese,Female,40-90,-0.012988666325029818
799,Chinese,Female,40-90,-0.19459616144800407
800,Chinese,Female,40-90,0.16932020109914703
801,Chinese,Female,40-90,-0.08718969368814866
802,Chinese,Female,40-90,-0.23874563920144576
803,Chinese,Female,40-90,0.06731696748520344
804,Chinese,Female,40-90,-0.17597455174888532
805,Chinese,Female,40-90,-0.28532512823240186
806,Chinese,Female,40-90,0.11058932824612278
807,Chinese,Female,40-90,-0.13274489149850632
808,Chinese,Female,40-90,-0.13616400887040792
809,Chinese,Female,40-90,-0.05092065851474992
810,Chinese,Female,40-90,0.036324670118989655
811,Chinese,Female,40-90,-0.2041568241836429
812,Chinese,Female,40-90,0.06806304694582899
813,Chinese,Female,40-90,-0.02001391160684296
814,Chinese,Female,40-90,-0.2634427906013186
815,Chinese,Female,40-90,-0.1822737461599826
816,Chinese,Female,40-90,-0.1251300223543148
817,Chinese,Female,40-90,0.23640975038939027
818,Chinese,Female,40-90,0.15525468434031664
819,Chinese,Female,40-90,-0.1056390783816803
820,Chinese,Female,40-90,-0.14813086706533918
821,Chinese,Female,40-90,0.07727073652707528
822,Chinese,Female,40-90,0.25690452107562756
823,Chinese,Female,40-90,-0.16431972564360953
824,Chinese,Female,40-90,-0.1300007541069541
825,Chinese,Female,40-90,0.049126216516814925
826,Chinese,Female,40-90,-0.2836792942053532
827,Chinese,Female,40-90,0.2581446509657366
828,Chinese,Female,40-90,-0.10095914176038479
829,Chinese,Female,40-90,0.21349205336990096
830,Chinese,Female,40-90,-0.1458396863553002
831,Chinese,Female,40-90,-0.06969336710660823
832,Chinese,Female,40-90,0.006684415693997359
833,Chinese,Female,40-90,0.10105145624790524
834,Chinese,Female,40-90,0.04395198073293649
835,Chinese,Female,40-90,-0.029541789557196108
836,Chinese,Female,40-90,0.10588787890239049
837,Chinese,Female,40-90,-0.03732483312554136
838,Chinese,Female,40-90,-0.08127710741843241
839,Chinese,Female,40-90,0.05769145211304583
840,Chinese,Female,40-90,0.1865025219553349
841,Chinese,Female,40-90,-0.07873627863283783
842,Chinese,Female,40-90,-0.13380448705439774
843,Chinese,Female,40-90,-0.0028616623058850266
844,Chinese,Female,40-90,-0.33218031853740815
845,Chinese,Female,40-90,0.15862087130710645
846,Chinese,Female,40-90,0.07860255063996968
847,Chinese,Female,40-90,0.21706385285906782
848,Chinese,Female,40-90,-0.08049094731391859
849,Chinese,Female,40-90,-0.020863793849273282
850,Chinese,Female,40-90,0.07293186405857321
851,Chinese,Female,40-90,0.09877857021122205
852,Chinese,Female,40-90,-0.10344093025249812
853,Chinese,Female,40-90,-0.20561966185625158
854,Chinese,Female,40-90,0.04836612987067479
855,Chinese,Female,40-90,-0.06690694172340983
856,Chinese,Female,40-90,0.0810988647390527
857,Chinese,Female,40-90,-0.17883435231059197
858,Chinese,Female,40-90,0.02506453684148191
859,Chinese,Female,40-90,0.062013399579884165
860,Chinese,Female,40-90,0.16336661603673797
861,Chinese,Female,40-90,-0.10396243192103594
862,Chinese,Female,40-90,-0.010915676600609991
863,Chinese,Female,40-90,-0.017907208426389598
864,Chinese,Female,40-90,-0.055678487826184675
865,Chinese,Female,40-90,-0.028085574323210682
866,Chinese,Female,40-90,0.27457685083153294
867,Chinese,Female,40-90,-0.09547734206796132
868,Chinese,Female,40-90,0.05568777306371553
869,Chinese,Female,40-90,0.1457220639843495
870,Chinese,Female,40-90,-0.1832719199542039
871,Chinese,Female,40-90,0.023331773844815995
872,Chinese,Female,40-90,0.10895987231789972
873,Chinese,Female,40-90,0.0370367525868005
874,Chinese,Female,40-90,0.015975581103059966
875,Chinese,Female,40-90,-0.09233562656608063
876,Chinese,Female,40-90,0.27637176599226354
877,Chinese,Female,40-90,0.0014726944576208822
878,Chinese,Female,40-90,-0.17718588442624217
879,Chinese,Female,40-90,0.0861394018280528
880,Chinese,Female,40-90,-0.18525062223664834
881,Chinese,Female,40-90,0.12408878748779939
882,Chinese,Female,40-90,0.1979771858949353
883,Chinese,Female,40-90,-0.1961642876130978
884,Chinese,Female,40-90,-0.12786733770649406
885,Chinese,Female,40-90,-0.15852823609603472
886,Chinese,Female,40-90,-0.10576238323509513
887,Chinese,Female,40-90,0.07967006606425908
888,Chinese,Female,40-90,0.051296155138068844
889,Chinese,Female,40-90,0.048995627216291915
890,Chinese,Female,40-90,0.11579978164937454
891,Chinese,Female,40-90,-0.14816754237949237
892,Chinese,Female,40-90,0.01660774806577603
893,Chinese,Female,40-90,-0.06246830216049659
894,Chinese,Female,40-90,-0.0953976572436348
895,Chinese,Female,40-90,-0.002667452204735188
896,Chinese,Female,40-90,-0.044055326879755885
897,Chinese,Female,40-90,-0.04874442875896534
898,Chinese,Female,40-90,0.06047766198679483
899,Chinese,Female,40-90,-0.14571686606813117
900,Chinese,Female,40-90,0.16342008876079905
901,Chinese,Female,40-90,0.17621495594638015
902,Chinese,Female,40-90,0.03194699171620741
903,Chinese,Female,40-90,0.03842571044909926
904,Chinese,Female,40-90,-0.038660131442918466
905,Chinese,Female,40-90,0.05177242586419073
906,Chinese,Female,40-90,0.03391913224630683
907,Chinese,Female,40-90,-0.08777033469433215
908,Chinese,Female,40-90,-0.09029066687669784
909,Chinese,Female,40-90,0.02947151690359373
910,Chinese,Female,40-90,0.021512042047793667
911,Chinese,Female,40-90,-0.13788023125599258
912,Chinese,Female,40-90,-0.1320160014623073
913,Chinese,Female,40-90,-0.14485922974684184
914,Chinese,Female,40-90,0.044932705562195085
915,Chinese,Female,40-90,-0.16216192799869722
916,Chinese,Female,40-90,0.01986170046327196
917,Chinese,Female,40-90,-0.12135320354862333
918,Chinese,Female,40-90,-0.09342740654614845
919,Chinese,Female,40-90,-0.194030257587817
920,Chinese,Female,40-90,-0.07059908104160195
921,Chinese,Female,40-90,0.08789624322223055
922,Chinese,Female,40-90,0.07142976881416141
923,Chinese,Female,40-90,0.062054723851865834
924,Chinese,Female,40-90,-0.049194958766378694
925,Chinese,Female,40-90,-0.06669255916925954
926,Chinese,Female,40-90,0.08648896168324516
927,Chinese,Female,40-90,-0.07594955808355941
928,Chinese,Female,40-90,0.21716402361599396
929,Chinese,Female,40-90,-0.039995083371429097
930,Chinese,Female,40-90,0.03452953869429676
931,Chinese,Female,40-90,0.12192309170200444
932,Chinese,Female,40-90,0.10367371418909643
933,Chinese,Female,40-90,-0.039689400117169704
934,Chinese,Female,40-90,-0.10176970327225465
935,Chinese,Female,40-90,-0.07276394073612291
936,Chinese,Female,40-90,0.08434865262181912
937,Chinese,Female,40-90,0.025603156510794367
938,Chinese,Female,40-90,-0.09098843744294349
939,Chinese,Female,40-90,0.044874807436674935
940,Chinese,Female,40-90,0.09316575507899305
941,Chinese,Female,40-90,0.1547420522810281
942,Chinese,Female,40-90,0.09657154304483928
943,Chinese,Female,40-90,0.1724229182946364
944,Chinese,Female,40-90,-0.12582302592153738
945,Chinese,Female,40-90,0.10053549576508614
946,Chinese,Female,40-90,-0.13177773288626948
947,Chinese,Female,40-90,-0.15851014587122148
948,Chinese,Female,40-90,0.008026648314467977
949,Chinese,Female,40-90,0.17539973088136573
950,Chinese,Female,40-90,-0.18198434679812037
951,Chinese,Female,40-90,0.05031680773528935
952,Chinese,Female,40-90,0.08631336549724056
953,Chinese,Female,40-90,0.03296008655037719
954,Chinese,Female,40-90,-0.08680961983719504
955,Chinese,Female,40-90,-0.10686459590545505
956,Chinese,Female,40-90,0.09664823141717305
957,Chinese,Female,40-90,0.28755033799433694
958,Chinese,Female,40-90,-0.031229125506856192
959,Chinese,Female,40-90,-0.2385189398598171
960,Chinese,Female,40-90,0.09558335742971868
961,Chinese,Female,40-90,0.029159086470128326
962,Chinese,Female,40-90,-0.07563515501425044
963,Chinese,Female,40-90,-0.03791463405418982
964,Chinese,Female,40-90,-0.01746294005538518
965,Chinese,Female,40-90,0.043176036326071365
966,Chinese,Female,40-90,-0.018647115150236537
967,Chinese,Female,40-90,0.24792251474371518
968,Chinese,Female,40-90,0.09783755587580556
969,Chinese,Female,40-90,0.02503849712569295
970,Chinese,Female,40-90,0.08921912055286008
971,Chinese,Female,40-90,-0.14531630063493184
972,Chinese,Female,40-90,-0.010841947276353014
973,Chinese,Female,40-90,0.12091603424182251
974,Chinese,Female,40-90,0.027981899895797913
975,Chinese,Female,40-90,-0.031091179353407217
976,Chinese,Female,40-90,-0.007626869977001682
977,Chinese,Female,40-90,0.057325949301920254
978,Chinese,Female,40-90,0.008477370658289463
979,Chinese,Female,40-90,-0.1488646114009029
980,Chinese,Female,40-90,-0.08275717977729036
981,Chinese,Female,40-90,0.021200250332630066
982,Chinese,Female,40-90,0.05469281894614886
983,Chinese,Female,40-90,-0.1113380885076376
984,Chinese,Female,40-90,-0.14176675269181693
985,Chinese,Female,40-90,0.07650389039080174
986,Chinese,Female,40-90,-0.1645180253694618
987,Chinese,Female,40-90,-0.07147751406847513
988,Chinese,Female,40-90,0.009848373535041866
989,Chinese,Female,40-90,0.29630238447512625
990,Chinese,Female,40-90,0.17178349313416552
